"deviceId","datetime","laneOrder","bigVolume","bigSpeed","carVolume","carSpeed","motorVolume","motorSpeed","avgSpeed","laneOccupy","totalVolume"
"V003400","2022/04/01 0000","0","2","46","30","30","1","11","7","28","33"
"V003400","2022/04/01 0100","0","6","22","269","41","1","0","33","27","276"
"V003400","2022/04/01 0200","0","5","49","132","36","0","0","32","13","137"
"V003400","2022/04/01 0300","0","6","35","109","42","0","0","40","10","115"
"V003400","2022/04/01 0400","0","9","45","115","36","1","0","32","11","125"
"V003400","2022/04/01 0500","0","5","41","85","40","0","0","33","15","90"
"V003400","2022/04/01 0600","0","10","18","149","41","0","0","39","9","159"
"V003400","2022/04/01 0700","0","38","31","372","42","3","0","19","12","413"
"V003400","2022/04/01 0800","0","93","31","574","36","16","3","11","25","683"
"V003400","2022/04/01 0900","0","83","31","516","36","15","8","7","32","614"
"V003400","2022/04/01 1000","0","84","29","495","34","16","3","10","22","595"
"V003400","2022/04/01 1100","0","89","29","483","37","7","0","13","24","579"
"V003400","2022/04/01 1200","0","71","26","526","38","8","4","10","22","605"
"V003400","2022/04/01 1300","0","75","30","503","34","10","2","8","22","588"
"V003400","2022/04/01 1400","0","86","28","550","34","7","8","9","22","643"
"V003400","2022/04/01 1500","0","100","31","529","32","15","1","10","19","644"
"V003400","2022/04/01 1600","0","115","26","623","33","14","9","8","18","752"
"V003400","2022/04/01 1700","0","98","29","506","34","10","2","8","16","614"
"V003400","2022/04/01 1800","0","85","25","508","32","21","3","6","24","614"
"V003400","2022/04/01 1900","0","109","26","495","31","22","7","6","29","626"
"V003400","2022/04/01 2000","0","129","14","347","25","19","2","8","27","495"
"V003400","2022/04/01 2100","0","69","23","472","33","12","3","9","20","553"
"V003400","2022/04/01 2200","0","74","23","544","30","16","3","11","25","634"
"V003400","2022/04/01 2300","0","59","28","462","35","7","12","17","20","528"
"V003400","2022/04/02 0000","0","30","19","402","37","4","0","28","11","436"
"V003400","2022/04/02 0100","0","11","38","355","36","3","0","31","38","369"
"V003400","2022/04/02 0200","0","7","15","222","37","3","0","34","22","232"
