"deviceId","datetime","laneOrder","bigVolume","bigSpeed","carVolume","carSpeed","motorVolume","motorSpeed","avgSpeed","laneOccupy","totalVolume"
"V003400","2022/03/01 0000","0","0","0","0","0","0","0","0","0","0"
"V003400","2022/03/01 0100","0","5","5","10","2","6","0","1","2","21"
"V003400","2022/03/01 0200","0","4","5","2","0","1","0","2","3","7"
"V003400","2022/03/01 0300","0","0","0","2","0","3","0","0","1","5"
"V003400","2022/03/01 0400","0","0","0","3","0","1","0","0","0","4"
"V003400","2022/03/01 0500","0","1","10","2","11","2","0","6","3","5"
"V003400","2022/03/01 0600","0","2","18","48","31","1","0","28","6","51"
"V003400","2022/03/01 0700","0","37","27","406","40","3","4","22","15","446"
"V003400","2022/03/01 0800","0","125","20","425","25","25","5","8","26","575"
"V003400","2022/03/01 0900","0","90","27","540","33","28","11","9","18","658"
"V003400","2022/03/01 1000","0","115","15","443","27","17","0","10","24","575"
"V003400","2022/03/01 1100","0","77","19","504","30","9","0","11","26","590"
"V003400","2022/03/01 1200","0","82","29","465","36","8","0","13","17","555"
"V003400","2022/03/01 1300","0","72","27","461","38","13","0","10","25","546"
"V003400","2022/03/01 1400","0","79","28","553","34","12","11","14","17","644"
"V003400","2022/03/01 1500","0","71","26","428","31","9","5","11","18","508"
"V003400","2022/03/01 1600","0","79","28","537","34","16","3","13","16","632"
"V003400","2022/03/01 1700","0","64","24","427","33","10","3","10","26","501"
"V003400","2022/03/01 1800","0","81","27","445","32","19","5","10","31","545"
"V003400","2022/03/01 1900","0","102","23","499","32","16","0","8","22","617"
"V003400","2022/03/01 2000","0","60","28","511","36","19","5","18","29","590"
"V003400","2022/03/01 2100","0","79","17","370","28","17","7","11","30","466"
"V003400","2022/03/01 2200","0","122","3","151","6","17","3","2","28","290"
"V003400","2022/03/01 2300","0","64","6","262","17","25","10","8","32","351"
"V003400","2022/03/02 0000","0","14","15","251","22","7","5","16","21","272"
"V003400","2022/03/02 0100","0","10","19","160","23","5","5","18","10","175"
"V003400","2022/03/02 0200","0","5","29","99","35","1","17","32","8","105"
"V003400","2022/03/02 0300","0","8","25","78","38","2","4","30","10","88"
"V003400","2022/03/02 0400","0","5","30","70","42","1","0","39","10","76"
"V003400","2022/03/02 0500","0","4","50","86","37","0","0","35","7","90"
"V003400","2022/03/02 0600","0","10","19","98","40","1","0","32","13","109"
"V003400","2022/03/02 0700","0","41","36","316","41","6","4","22","15","363"
"V003400","2022/03/02 0800","0","133","21","499","29","23","4","12","35","655"
"V003400","2022/03/02 0900","0","92","29","576","34","23","1","8","29","691"
"V003400","2022/03/02 1000","0","65","28","508","37","10","0","15","22","583"
"V003400","2022/03/02 1100","0","69","31","486","37","5","8","14","24","560"
"V003400","2022/03/02 1200","0","65","31","411","37","9","3","12","27","485"
"V003400","2022/03/02 1300","0","45","24","433","36","8","1","20","18","486"
"V003400","2022/03/02 1400","0","59","19","445","34","8","0","14","24","512"
"V003400","2022/03/02 1500","0","66","31","438","35","7","2","13","20","511"
"V003400","2022/03/02 1600","0","91","28","491","34","14","7","12","23","596"
"V003400","2022/03/02 1700","0","92","24","483","32","12","7","10","29","587"
"V003400","2022/03/02 1800","0","80","25","487","35","16","5","13","28","583"
"V003400","2022/03/02 1900","0","97","25","547","33","25","6","10","26","669"
"V003400","2022/03/02 2000","0","49","25","540","35","12","1","18","34","601"
"V003400","2022/03/02 2100","0","35","31","452","35","11","5","16","21","498"
"V003400","2022/03/02 2200","0","58","30","593","38","11","4","17","24","662"
"V003400","2022/03/02 2300","0","18","23","369","42","8","1","33","26","395"
"V003400","2022/03/03 0000","0","11","30","276","41","3","0","32","18","290"
"V003400","2022/03/03 0100","0","4","31","218","41","0","0","38","10","222"
"V003400","2022/03/03 0200","0","14","35","193","42","2","0","33","10","209"
"V003400","2022/03/03 0300","0","5","6","89","40","2","0","36","14","96"
"V003400","2022/03/03 0400","0","5","10","95","39","0","0","38","32","100"
"V003400","2022/03/03 0500","0","4","20","91","44","1","0","40","5","96"
"V003400","2022/03/03 0600","0","12","23","111","36","1","0","27","13","124"
"V003400","2022/03/03 0700","0","37","32","402","42","3","10","26","21","442"
"V003400","2022/03/03 0800","0","115","18","442","28","36","2","10","26","593"
"V003400","2022/03/03 0900","0","97","24","595","34","27","8","10","25","719"
"V003400","2022/03/03 1000","0","75","26","535","36","6","2","10","27","616"
"V003400","2022/03/03 1100","0","63","30","505","38","8","0","15","18","576"
"V003400","2022/03/03 1200","0","57","31","476","36","10","2","16","22","543"
"V003400","2022/03/03 1300","0","57","26","431","38","9","11","15","18","497"
"V003400","2022/03/03 1400","0","51","26","431","36","14","0","15","17","496"
