"deviceId","datetime","laneOrder","bigVolume","bigSpeed","carVolume","carSpeed","motorVolume","motorSpeed","avgSpeed","laneOccupy","totalVolume"
"V003400","2022/02/01 0000","0","0","0","14","35","0","0","35","3","14"
"V003400","2022/02/01 0100","0","3","32","146","39","1","0","37","7","150"
"V003400","2022/02/01 0200","0","3","13","95","41","0","0","38","14","98"
"V003400","2022/02/01 0300","0","1","0","81","33","1","0","33","8","83"
"V003400","2022/02/01 0400","0","1","21","77","38","1","0","35","14","79"
"V003400","2022/02/01 0500","0","0","0","49","38","0","0","38","6","49"
"V003400","2022/02/01 0600","0","4","24","84","45","1","25","38","3","89"
"V003400","2022/02/01 0700","0","22","33","128","44","0","0","30","6","150"
"V003400","2022/02/01 0800","0","24","35","198","45","1","0","30","10","223"
"V003400","2022/02/01 0900","0","19","33","206","41","0","0","29","18","225"
"V003400","2022/02/01 1000","0","39","33","293","38","2","7","17","21","334"
"V003400","2022/02/01 1100","0","30","24","364","36","3","0","24","18","397"
"V003400","2022/02/01 1200","0","16","16","387","33","10","1","22","21","413"
"V003400","2022/02/01 1300","0","20","33","357","38","2","0","30","25","379"
"V003400","2022/02/01 1400","0","31","29","437","39","8","2","24","16","476"
"V003400","2022/02/01 1500","0","25","23","415","36","3","0","21","16","443"
"V003400","2022/02/01 1600","0","24","29","420","35","5","2","17","16","449"
"V003400","2022/02/01 1700","0","31","29","500","38","5","4","20","20","536"
"V003400","2022/02/01 1800","0","33","23","482","38","4","4","21","15","519"
"V003400","2022/02/01 1900","0","52","29","463","34","4","0","15","14","519"
"V003400","2022/02/01 2000","0","25","16","448","34","3","0","25","27","476"
"V003400","2022/02/01 2100","0","38","26","519","37","4","0","19","18","561"
"V003400","2022/02/01 2200","0","32","30","472","34","4","3","19","16","508"
"V003400","2022/02/01 2300","0","14","20","402","35","8","6","27","18","424"
"V003400","2022/02/02 0000","0","11","15","243","39","2","6","34","19","256"
"V003400","2022/02/02 0100","0","1","48","200","39","0","0","38","9","201"
"V003400","2022/02/02 0200","0","1","0","134","36","0","0","37","15","135"
"V003400","2022/02/02 0300","0","1","47","95","38","0","0","38","10","96"
"V003400","2022/02/02 0400","0","2","16","72","43","1","0","42","11","75"
"V003400","2022/02/02 0500","0","2","5","60","43","1","0","42","5","63"
"V003400","2022/02/02 0600","0","5","13","77","41","0","0","36","9","82"
"V003400","2022/02/02 0700","0","18","35","158","40","2","0","27","10","178"
"V003400","2022/02/02 0800","0","17","25","196","43","2","0","29","12","215"
"V003400","2022/02/02 0900","0","16","39","309","41","0","0","21","21","325"
"V003400","2022/02/02 1000","0","32","25","305","34","6","0","15","25","343"
"V003400","2022/02/02 1100","0","58","2","116","7","11","2","1","19","185"
"V003400","2022/02/02 1200","0","53","8","155","14","11","0","4","31","219"
"V003400","2022/02/02 1300","0","28","29","358","38","5","4","18","18","391"
"V003400","2022/02/02 1400","0","25","33","479","37","1","0","25","19","505"
"V003400","2022/02/02 1500","0","44","27","502","36","4","0","19","21","550"
"V003400","2022/02/02 1600","0","45","26","494","35","2","7","15","21","541"
"V003400","2022/02/02 1700","0","39","24","490","38","6","0","22","19","535"
"V003400","2022/02/02 1800","0","33","31","507","40","4","0","21","20","544"
"V003400","2022/02/02 1900","0","37","25","437","35","4","2","20","16","478"
"V003400","2022/02/02 2000","0","28","21","437","35","7","1","21","25","472"
"V003400","2022/02/02 2100","0","43","26","386","36","4","0","14","13","433"
"V003400","2022/02/02 2200","0","26","30","362","34","5","0","22","17","393"
"V003400","2022/02/02 2300","0","20","22","246","38","1","0","25","21","267"
"V003400","2022/02/03 0000","0","7","36","258","38","1","0","34","16","266"
"V003400","2022/02/03 0100","0","3","51","180","37","0","0","35","10","183"
"V003400","2022/02/03 0200","0","2","56","146","45","0","0","43","16","148"
"V003400","2022/02/03 0300","0","4","42","116","44","1","0","43","14","121"
"V003400","2022/02/03 0400","0","2","25","123","46","0","0","44","13","125"
"V003400","2022/02/03 0500","0","6","35","99","42","0","0","39","7","105"
"V003400","2022/02/03 0600","0","7","36","95","49","2","8","43","9","104"
"V003400","2022/02/03 0700","0","22","36","132","42","4","9","27","9","158"
"V003400","2022/02/03 0800","0","22","38","209","47","1","0","24","9","232"
"V003400","2022/02/03 0900","0","29","36","249","42","1","0","24","12","279"
"V003400","2022/02/03 1000","0","49","27","403","36","2","0","18","10","454"
