"deviceId","datetime","laneOrder","bigVolume","bigSpeed","carVolume","carSpeed","motorVolume","motorSpeed","avgSpeed","laneOccupy","totalVolume"
"V058700","2022/01/01 0000","0","0","0","1","3","0","0","3","6","1"
"V058700","2022/01/01 0100","0","0","0","27","22","4","28","20","11","31"
"V058700","2022/01/01 0200","0","0","0","10","25","10","22","13","12","20"
"V058700","2022/01/01 0300","0","0","0","15","29","2","31","26","12","17"
"V058700","2022/01/01 0400","0","3","15","12","23","0","0","23","10","15"
"V058700","2022/01/01 0500","0","4","8","12","18","3","11","14","6","19"
"V058700","2022/01/01 0600","0","1","30","14","16","2","36","14","9","17"
"V058700","2022/01/01 0700","0","2","42","19","17","7","20","14","13","28"
"V058700","2022/01/01 0800","0","3","15","24","30","20","22","25","46","47"
"V058700","2022/01/01 0900","0","3","14","33","25","16","21","20","39","52"
"V058700","2022/01/01 1000","0","5","35","56","28","28","25","27","18","89"
"V058700","2022/01/01 1100","0","6","8","51","19","26","26","17","29","83"
"V058700","2022/01/01 1200","0","7","16","94","30","34","26","28","42","135"
"V058700","2022/01/01 1300","0","2","22","52","24","14","19","22","48","68"
"V058700","2022/01/01 1400","0","2","23","71","28","12","24","27","41","85"
"V058700","2022/01/01 1500","0","4","40","81","24","23","24","24","33","108"
"V058700","2022/01/01 1600","0","2","12","86","29","22","25","30","44","110"
"V058700","2022/01/01 1700","0","0","0","70","32","22","25","32","41","92"
"V058700","2022/01/01 1800","0","2","15","91","30","32","23","30","45","125"
"V058700","2022/01/01 1900","0","2","7","60","30","24","21","28","34","86"
"V058700","2022/01/01 2000","0","2","21","62","26","27","22","24","32","91"
"V058700","2022/01/01 2100","0","0","0","29","26","10","19","25","19","39"
"V058700","2022/01/01 2200","0","1","20","39","25","14","28","21","20","54"
"V058700","2022/01/01 2300","0","0","0","22","26","6","23","21","13","28"
"V058700","2022/01/02 0000","0","0","0","19","23","6","22","20","11","25"
"V058700","2022/01/02 0100","0","0","0","14","31","5","9","24","11","19"
"V058700","2022/01/02 0200","0","1","49","2","32","1","39","15","10","4"
"V058700","2022/01/02 0300","0","0","0","6","41","2","12","31","1","8"
"V058700","2022/01/02 0400","0","1","4","1","0","1","23","0","54","3"
"V058700","2022/01/02 0500","0","3","23","3","19","0","0","9","4","6"
"V058700","2022/01/02 0600","0","3","13","6","21","1","37","15","3","10"
"V058700","2022/01/02 0700","0","0","0","11","22","2","5","21","21","13"
"V058700","2022/01/02 0800","0","2","16","22","24","16","24","17","31","40"
"V058700","2022/01/02 0900","0","4","27","39","29","14","17","27","35","57"
"V058700","2022/01/02 1000","0","2","0","50","26","13","29","27","24","65"
"V058700","2022/01/02 1100","0","5","16","73","26","18","29","26","45","96"
"V058700","2022/01/02 1200","0","0","0","113","28","45","33","28","66","158"
"V058700","2022/01/02 1300","0","3","17","77","30","18","15","28","53","98"
"V058700","2022/01/02 1400","0","1","60","97","25","15","29","26","57","113"
"V058700","2022/01/02 1500","0","1","0","87","30","21","18","29","37","109"
"V058700","2022/01/02 1600","0","1","0","90","26","18","25","27","43","109"
"V058700","2022/01/02 1700","0","1","14","119","28","38","26","28","50","158"
"V058700","2022/01/02 1800","0","2","11","121","32","25","26","32","36","148"
"V058700","2022/01/02 1900","0","1","31","73","29","22","22","30","34","96"
"V058700","2022/01/02 2000","0","2","22","69","27","21","22","26","31","92"
"V058700","2022/01/02 2100","0","1","4","35","30","17","23","25","18","53"
"V058700","2022/01/02 2200","0","0","0","50","21","12","31","21","15","62"
"V058700","2022/01/02 2300","0","0","0","20","25","9","22","22","10","29"
"V058700","2022/01/03 0000","0","0","0","16","23","4","24","18","19","20"
"V058700","2022/01/03 0100","0","0","0","8","24","2","23","19","13","10"
"V058700","2022/01/03 0200","0","1","25","2","13","0","0","9","2","3"
"V058700","2022/01/03 0300","0","1","13","3","10","0","0","7","1","4"
"V058700","2022/01/03 0400","0","1","8","4","14","1","19","16","5","6"
