"deviceId","datetime","laneOrder","bigVolume","bigSpeed","carVolume","carSpeed","motorVolume","motorSpeed","avgSpeed","laneOccupy","totalVolume"
"V040660","2022/05/01 0000","0","1","59","1","41","0","0","50","1","2"
"V040660","2022/05/01 0100","0","3","46","45","40","0","0","41","1","48"
"V040660","2022/05/01 0200","0","7","48","26","45","0","0","45","1","33"
"V040660","2022/05/01 0300","0","3","40","24","44","0","0","43","1","27"
"V040660","2022/05/01 0400","0","1","46","20","46","0","0","46","0","21"
"V040660","2022/05/01 0500","0","0","0","19","43","0","0","43","1","19"
"V040660","2022/05/01 0600","0","5","56","21","50","0","0","50","1","26"
"V040660","2022/05/01 0700","0","18","43","56","39","0","0","40","1","74"
"V040660","2022/05/01 0800","0","20","36","79","40","0","0","39","1","99"
"V040660","2022/05/01 0900","0","46","38","139","40","0","0","40","2","185"
"V040660","2022/05/01 1000","0","60","36","118","39","0","0","38","3","178"
"V040660","2022/05/01 1100","0","43","38","145","37","0","0","38","5","188"
"V040660","2022/05/01 1200","0","65","35","160","36","0","0","36","6","225"
"V040660","2022/05/01 1300","0","53","37","134","39","0","0","38","2","187"
"V040660","2022/05/01 1400","0","41","38","129","37","0","0","37","2","170"
"V040660","2022/05/01 1500","0","60","37","157","37","0","0","37","4","217"
"V040660","2022/05/01 1600","0","59","37","116","37","0","0","37","7","175"
"V040660","2022/05/01 1700","0","68","37","167","40","0","0","39","4","235"
"V040660","2022/05/01 1800","0","54","40","171","41","0","0","41","3","225"
"V040660","2022/05/01 1900","0","56","39","155","40","0","0","40","3","211"
"V040660","2022/05/01 2000","0","42","37","116","37","0","0","37","4","158"
"V040660","2022/05/01 2100","0","41","36","114","38","0","0","38","5","155"
"V040660","2022/05/01 2200","0","34","40","100","40","0","0","40","1","134"
"V040660","2022/05/01 2300","0","21","39","97","41","0","0","41","1","118"
"V040660","2022/05/02 0000","0","14","41","60","41","0","0","41","1","74"
"V040660","2022/05/02 0100","0","5","37","41","37","0","0","37","1","46"
"V040660","2022/05/02 0200","0","5","51","20","47","0","0","47","1","25"
"V040660","2022/05/02 0300","0","1","43","31","45","0","0","45","1","32"
"V040660","2022/05/02 0400","0","1","63","18","42","0","0","43","1","19"
"V040660","2022/05/02 0500","0","2","42","18","44","0","0","43","1","20"
"V040660","2022/05/02 0600","0","7","39","33","41","0","0","40","1","40"
"V040660","2022/05/02 0700","0","42","37","129","39","0","0","38","3","171"
"V040660","2022/05/02 0800","0","93","33","286","35","0","0","34","11","379"
"V040660","2022/05/02 0900","0","65","35","211","36","0","0","36","5","276"
"V040660","2022/05/02 1000","0","71","34","149","32","0","0","33","9","220"
"V040660","2022/05/02 1100","0","77","36","189","36","0","0","36","7","266"
"V040660","2022/05/02 1200","0","97","32","185","34","0","0","33","9","282"
"V040660","2022/05/02 1300","0","103","32","206","31","0","0","32","12","309"
"V040660","2022/05/02 1400","0","80","35","175","34","0","0","34","8","255"
"V040660","2022/05/02 1500","0","76","34","213","35","0","0","34","7","289"
"V040660","2022/05/02 1600","0","82","36","190","35","0","0","35","7","272"
"V040660","2022/05/02 1700","0","62","37","169","37","0","0","38","4","231"
"V040660","2022/05/02 1800","0","100","31","195","37","0","0","35","14","295"
"V040660","2022/05/02 1900","0","90","38","206","37","0","0","38","7","296"
"V040660","2022/05/02 2000","0","60","37","150","37","0","0","37","5","210"
"V040660","2022/05/02 2100","0","55","37","120","38","0","0","37","2","175"
"V040660","2022/05/02 2200","0","33","34","90","36","0","0","35","7","123"
"V040660","2022/05/02 2300","0","18","44","88","43","0","0","43","1","106"
"V040660","2022/05/03 0000","0","6","40","49","43","0","0","42","1","55"
"V040660","2022/05/03 0100","0","6","50","27","44","0","0","45","1","33"
"V040660","2022/05/03 0200","0","1","47","23","41","0","0","41","1","24"
"V040660","2022/05/03 0300","0","2","45","23","40","0","0","41","1","25"
"V040660","2022/05/03 0400","0","3","41","18","45","0","0","44","1","21"
"V040660","2022/05/03 0500","0","1","49","15","43","0","0","43","0","16"
"V040660","2022/05/03 0600","0","4","40","29","43","0","0","43","1","33"
"V040660","2022/05/03 0700","0","48","38","143","39","0","0","39","4","191"
"V040660","2022/05/03 0800","0","84","37","384","37","0","0","37","15","468"
"V040660","2022/05/03 0900","0","127","40","350","39","0","0","39","8","477"
"V040660","2022/05/03 1000","0","108","37","203","37","0","0","36","10","311"
"V040660","2022/05/03 1100","0","83","36","134","38","0","0","37","4","217"
"V040660","2022/05/03 1200","0","69","39","167","38","0","0","38","5","236"
"V040660","2022/05/03 1300","0","57","35","171","36","0","0","36","9","228"
"V040660","2022/05/03 1400","0","61","37","159","37","0","0","37","5","220"
"V040660","2022/05/03 1500","0","73","40","176","39","0","0","39","5","249"
"V040660","2022/05/03 1600","0","72","36","198","38","0","0","37","8","270"
"V040660","2022/05/03 1700","0","79","37","215","39","0","0","39","5","294"
"V040660","2022/05/03 1800","0","80","37","231","38","0","0","38","5","311"
"V040660","2022/05/03 1900","0","62","40","197","42","0","0","41","3","259"
"V040660","2022/05/03 2000","0","44","38","126","37","0","0","37","3","170"
"V040660","2022/05/03 2100","0","30","40","95","39","0","0","39","2","125"
"V040660","2022/05/03 2200","0","37","37","103","39","0","0","38","1","140"
"V040660","2022/05/03 2300","0","10","36","63","41","0","0","41","1","73"
"V040660","2022/05/04 0000","0","9","47","35","46","0","0","46","1","44"
"V040660","2022/05/04 0100","0","1","52","33","40","0","0","40","1","34"
"V040660","2022/05/04 0200","0","3","39","17","43","0","0","43","1","20"
"V040660","2022/05/04 0300","0","4","49","19","44","0","0","45","1","23"
"V040660","2022/05/04 0400","0","0","0","17","40","0","0","40","1","17"
"V040660","2022/05/04 0500","0","3","41","15","43","0","0","43","1","18"
"V040660","2022/05/04 0600","0","6","44","32","43","0","0","43","0","38"
"V040660","2022/05/04 0700","0","67","41","130","43","0","0","42","2","197"
"V040660","2022/05/04 0800","0","101","36","457","38","0","0","37","13","558"
"V040660","2022/05/04 0900","0","88","42","295","40","0","0","41","6","383"
