"deviceId","datetime","laneOrder","bigVolume","bigSpeed","carVolume","carSpeed","motorVolume","motorSpeed","avgSpeed","laneOccupy","totalVolume"
"V003340","2022/01/01 0000","0","18","48","77","44","0","0","45","7","95"
"V003340","2022/01/01 0100","0","129","47","620","52","0","0","51","5","749"
"V003340","2022/01/01 0200","0","26","54","418","58","0","0","58","1","444"
"V003340","2022/01/01 0300","0","7","51","252","62","0","0","62","1","259"
"V003340","2022/01/01 0400","0","10","51","179","61","0","0","60","1","189"
"V003340","2022/01/01 0500","0","6","48","206","61","0","0","61","1","212"
"V003340","2022/01/01 0600","0","22","53","248","58","0","0","58","1","270"
"V003340","2022/01/01 0700","0","26","52","244","62","0","0","61","1","270"
"V003340","2022/01/01 0800","0","49","51","342","58","0","0","58","1","391"
"V003340","2022/01/01 0900","0","100","50","522","56","0","0","55","3","622"
"V003340","2022/01/01 1000","0","71","50","480","56","0","0","55","3","551"
"V003340","2022/01/01 1100","0","121","48","606","55","0","0","54","5","727"
"V003340","2022/01/01 1200","0","68","47","493","56","0","0","55","3","561"
"V003340","2022/01/01 1300","0","93","44","500","53","0","0","52","5","593"
"V003340","2022/01/01 1400","0","101","50","549","56","0","0","55","4","650"
"V003340","2022/01/01 1500","0","82","48","551","56","0","0","54","3","633"
"V003340","2022/01/01 1600","0","126","46","639","53","0","0","51","5","765"
"V003340","2022/01/01 1700","0","118","46","564","54","0","0","53","4","682"
"V003340","2022/01/01 1800","0","121","50","627","55","0","0","54","5","748"
"V003340","2022/01/01 1900","0","80","50","572","56","0","0","55","4","652"
"V003340","2022/01/01 2000","0","84","50","638","57","0","0","56","5","722"
"V003340","2022/01/01 2100","0","79","48","541","57","0","0","56","4","620"
"V003340","2022/01/01 2200","0","45","53","521","58","0","0","58","2","566"
"V003340","2022/01/01 2300","0","13","57","348","62","0","0","62","1","361"
"V003340","2022/01/02 0000","0","17","55","243","61","0","0","60","1","260"
"V003340","2022/01/02 0100","0","17","51","196","62","0","0","61","1","213"
"V003340","2022/01/02 0200","0","3","57","135","63","0","0","62","1","138"
"V003340","2022/01/02 0300","0","7","42","178","62","0","0","61","1","185"
"V003340","2022/01/02 0400","0","6","47","146","62","0","0","61","1","152"
"V003340","2022/01/02 0500","0","9","50","180","60","0","0","59","1","189"
"V003340","2022/01/02 0600","0","18","55","201","60","0","0","59","1","219"
"V003340","2022/01/02 0700","0","28","55","260","60","0","0","59","1","288"
"V003340","2022/01/02 0800","0","41","53","328","59","0","0","58","1","369"
"V003340","2022/01/02 0900","0","78","50","477","58","0","0","58","2","555"
"V003340","2022/01/02 1000","0","61","51","430","59","0","0","58","2","491"
"V003340","2022/01/02 1100","0","110","49","544","56","0","0","55","4","654"
"V003340","2022/01/02 1200","0","101","48","501","55","0","0","54","3","602"
"V003340","2022/01/02 1300","0","65","50","449","58","0","0","57","3","514"
"V003340","2022/01/02 1400","0","100","50","532","54","0","0","54","4","632"
"V003340","2022/01/02 1500","0","101","49","720","56","0","0","55","4","821"
"V003340","2022/01/02 1600","0","120","47","592","56","0","0","54","5","712"
"V003340","2022/01/02 1700","0","138","46","576","53","0","0","52","5","714"
"V003340","2022/01/02 1800","0","110","46","603","54","0","0","53","6","713"
"V003340","2022/01/02 1900","0","134","47","694","55","0","0","54","5","828"
"V003340","2022/01/02 2000","0","136","47","750","55","0","0","53","5","886"
"V003340","2022/01/02 2100","0","104","48","642","55","0","0","54","4","746"
"V003340","2022/01/02 2200","0","54","51","437","59","0","0","58","2","491"
"V003340","2022/01/02 2300","0","14","56","328","63","0","0","63","1","342"
"V003340","2022/01/03 0000","0","14","57","238","63","0","0","62","1","252"
"V003340","2022/01/03 0100","0","8","52","152","61","0","0","61","1","160"
"V003340","2022/01/03 0200","0","4","56","109","63","0","0","63","1","113"
"V003340","2022/01/03 0300","0","6","47","104","65","0","0","63","1","110"
"V003340","2022/01/03 0400","0","3","59","74","63","0","0","62","1","77"
"V003340","2022/01/03 0500","0","5","42","113","58","0","0","58","1","118"
"V003340","2022/01/03 0600","0","37","51","200","58","0","0","57","1","237"
"V003340","2022/01/03 0700","0","95","51","526","58","0","0","56","3","621"
"V003340","2022/01/03 0800","0","119","49","715","57","0","0","56","4","834"
"V003340","2022/01/03 0900","0","92","50","525","57","0","0","56","4","617"
"V003340","2022/01/03 1000","0","89","51","561","57","0","0","56","3","650"
"V003340","2022/01/03 1100","0","89","50","527","56","0","0","55","4","616"
"V003340","2022/01/03 1200","0","109","51","542","57","0","0","56","3","651"
"V003340","2022/01/03 1300","0","79","48","494","57","0","0","55","4","573"
"V003340","2022/01/03 1400","0","133","48","616","54","0","0","53","7","749"
"V003340","2022/01/03 1500","0","114","48","667","55","0","0","54","5","781"
"V003340","2022/01/03 1600","0","100","50","677","56","0","0","55","4","777"
"V003340","2022/01/03 1700","0","93","50","585","56","0","0","55","5","678"
"V003340","2022/01/03 1800","0","84","49","611","54","0","0","54","6","695"
"V003340","2022/01/03 1900","0","85","51","639","57","0","0","57","3","724"
"V003340","2022/01/03 2000","0","55","51","521","59","0","0","59","3","576"
"V003340","2022/01/03 2100","0","59","48","482","59","0","0","58","3","541"
"V003340","2022/01/03 2200","0","42","53","473","60","0","0","60","1","515"
"V003340","2022/01/03 2300","0","15","53","230","62","0","0","61","1","245"
"V003340","2022/01/04 0000","0","11","49","185","63","0","0","62","1","196"
"V003340","2022/01/04 0100","0","13","53","170","63","0","0","62","1","183"
"V003340","2022/01/04 0200","0","13","43","117","63","0","0","61","1","130"
"V003340","2022/01/04 0300","0","5","57","133","62","0","0","62","1","138"
"V003340","2022/01/04 0400","0","7","48","121","61","0","0","61","1","128"
"V003340","2022/01/04 0500","0","12","54","139","59","0","0","59","1","151"
"V003340","2022/01/04 0600","0","44","51","246","59","0","0","58","1","290"
"V003340","2022/01/04 0700","0","96","53","601","60","0","0","59","3","697"
"V003340","2022/01/04 0800","0","121","49","775","57","0","0","56","4","896"
"V003340","2022/01/04 0900","0","89","52","607","58","0","0","57","3","696"
"V003340","2022/01/04 1000","0","67","52","581","57","0","0","57","3","648"
"V003340","2022/01/04 1100","0","105","49","688","56","0","0","55","3","793"
"V003340","2022/01/04 1200","0","88","52","587","59","0","0","58","3","675"
"V003340","2022/01/04 1300","0","68","53","608","57","0","0","57","3","676"
