"deviceId","datetime","laneOrder","bigVolume","bigSpeed","carVolume","carSpeed","motorVolume","motorSpeed","avgSpeed","laneOccupy","totalVolume"
"V040660","2022/03/01 0000","0","3","57","2","49","0","0","53","1","5"
"V040660","2022/03/01 0100","0","7","40","27","39","0","0","39","1","34"
"V040660","2022/03/01 0200","0","2","47","30","39","0","0","40","1","32"
"V040660","2022/03/01 0300","0","1","41","25","38","0","0","39","1","26"
"V040660","2022/03/01 0400","0","0","0","18","38","0","0","38","1","18"
"V040660","2022/03/01 0500","0","3","43","17","42","0","0","43","1","20"
"V040660","2022/03/01 0600","0","3","45","17","39","0","0","40","1","20"
"V040660","2022/03/01 0700","0","62","39","158","41","0","0","41","4","220"
"V040660","2022/03/01 0800","0","107","37","526","37","0","0","37","12","633"
"V040660","2022/03/01 0900","0","111","37","349","37","0","0","37","10","460"
"V040660","2022/03/01 1000","0","94","39","207","38","0","0","38","7","301"
"V040660","2022/03/01 1100","0","67","38","186","38","0","0","37","6","253"
"V040660","2022/03/01 1200","0","86","35","200","37","0","0","36","6","286"
"V040660","2022/03/01 1300","0","59","39","182","40","0","0","39","4","241"
"V040660","2022/03/01 1400","0","76","38","158","38","0","0","38","4","234"
"V040660","2022/03/01 1500","0","59","39","198","40","0","0","40","3","257"
"V040660","2022/03/01 1600","0","67","42","184","41","0","0","42","4","251"
"V040660","2022/03/01 1700","0","95","41","192","41","0","0","41","3","287"
"V040660","2022/03/01 1800","0","89","36","222","37","0","0","36","6","311"
"V040660","2022/03/01 1900","0","60","35","182","36","0","0","36","5","242"
"V040660","2022/03/01 2000","0","43","38","169","38","0","0","38","4","212"
"V040660","2022/03/01 2100","0","58","43","104","40","0","0","41","1","162"
"V040660","2022/03/01 2200","0","26","42","107","41","0","0","41","2","133"
"V040660","2022/03/01 2300","0","10","44","74","43","0","0","43","1","84"
"V040660","2022/03/02 0000","0","9","46","44","41","0","0","42","1","53"
"V040660","2022/03/02 0100","0","2","45","23","41","0","0","41","0","25"
"V040660","2022/03/02 0200","0","5","41","23","38","0","0","39","1","28"
"V040660","2022/03/02 0300","0","4","35","24","40","0","0","40","1","28"
"V040660","2022/03/02 0400","0","2","32","18","40","0","0","39","1","20"
"V040660","2022/03/02 0500","0","1","37","19","42","0","0","42","1","20"
"V040660","2022/03/02 0600","0","4","39","24","40","0","0","40","1","28"
"V040660","2022/03/02 0700","0","52","42","152","41","0","0","41","3","204"
"V040660","2022/03/02 0800","0","105","40","504","39","0","0","39","10","609"
"V040660","2022/03/02 0900","0","149","36","343","37","0","0","36","11","492"
"V040660","2022/03/02 1000","0","83","37","204","38","0","0","37","6","287"
"V040660","2022/03/02 1100","0","85","39","168","39","0","0","39","6","253"
"V040660","2022/03/02 1200","0","65","35","157","37","0","0","36","5","222"
"V040660","2022/03/02 1300","0","75","40","140","40","0","0","40","3","215"
"V040660","2022/03/02 1400","0","65","40","162","40","0","0","40","2","227"
"V040660","2022/03/02 1500","0","75","41","170","41","0","0","41","2","245"
"V040660","2022/03/02 1600","0","53","39","136","38","0","0","38","6","189"
"V040660","2022/03/02 1700","0","67","35","177","38","0","0","37","5","244"
"V040660","2022/03/02 1800","0","84","39","238","39","0","0","39","4","322"
"V040660","2022/03/02 1900","0","56","37","144","37","0","0","38","5","200"
"V040660","2022/03/02 2000","0","39","38","125","39","0","0","39","4","164"
"V040660","2022/03/02 2100","0","56","40","122","41","0","0","40","2","178"
"V040660","2022/03/02 2200","0","35","41","94","41","0","0","40","2","129"
"V040660","2022/03/02 2300","0","15","40","79","42","0","0","41","3","94"
"V040660","2022/03/03 0000","0","13","45","46","41","0","0","42","1","59"
"V040660","2022/03/03 0100","0","3","43","38","40","0","0","40","1","41"
"V040660","2022/03/03 0200","0","3","40","31","39","0","0","39","1","34"
"V040660","2022/03/03 0300","0","1","44","23","39","0","0","39","1","24"
"V040660","2022/03/03 0400","0","2","51","16","42","0","0","43","1","18"
"V040660","2022/03/03 0500","0","1","45","19","41","0","0","42","1","20"
"V040660","2022/03/03 0600","0","4","41","26","41","0","0","41","1","30"
"V040660","2022/03/03 0700","0","50","35","149","37","0","0","36","5","199"
"V040660","2022/03/03 0800","0","97","38","475","36","0","0","36","14","572"
"V040660","2022/03/03 0900","0","118","36","356","35","0","0","35","9","474"
"V040660","2022/03/03 1000","0","106","31","185","30","0","0","30","10","291"
"V040660","2022/03/03 1100","0","79","31","172","32","0","0","31","15","251"
"V040660","2022/03/03 1200","0","80","34","164","35","0","0","34","6","244"
"V040660","2022/03/03 1300","0","62","38","120","35","0","0","36","4","182"
"V040660","2022/03/03 1400","0","72","35","159","36","0","0","35","6","231"
"V040660","2022/03/03 1500","0","78","34","180","35","0","0","35","8","258"
"V040660","2022/03/03 1600","0","73","31","173","34","0","0","33","7","246"
"V040660","2022/03/03 1700","0","75","30","187","33","0","0","32","10","262"
"V040660","2022/03/03 1800","0","91","31","261","32","0","0","31","10","352"
"V040660","2022/03/03 1900","0","70","36","155","35","0","0","35","7","225"
"V040660","2022/03/03 2000","0","63","35","157","35","0","0","34","4","220"
"V040660","2022/03/03 2100","0","54","34","108","35","0","0","35","2","162"
"V040660","2022/03/03 2200","0","39","36","94","39","0","0","38","3","133"
"V040660","2022/03/03 2300","0","14","46","75","41","0","0","42","1","89"
"V040660","2022/03/04 0000","0","14","39","55","41","0","0","40","1","69"
"V040660","2022/03/04 0100","0","6","37","31","39","0","0","39","1","37"
"V040660","2022/03/04 0200","0","9","46","19","42","0","0","43","1","28"
"V040660","2022/03/04 0300","0","1","48","26","47","0","0","47","1","27"
"V040660","2022/03/04 0400","0","2","44","23","40","0","0","40","1","25"
"V040660","2022/03/04 0500","0","3","44","11","41","0","0","42","1","14"
"V040660","2022/03/04 0600","0","11","38","30","42","0","0","40","1","41"
"V040660","2022/03/04 0700","0","48","36","142","36","0","0","36","6","190"
"V040660","2022/03/04 0800","0","106","39","313","37","0","0","37","11","419"
"V040660","2022/03/04 0900","0","106","35","224","34","0","0","34","12","330"
"V040660","2022/03/04 1000","0","69","36","186","35","0","0","36","6","255"
"V040660","2022/03/04 1100","0","81","35","169","36","0","0","36","6","250"
"V040660","2022/03/04 1200","0","99","35","169","37","0","0","36","6","268"
"V040660","2022/03/04 1300","0","67","35","171","34","0","0","35","8","238"
"V040660","2022/03/04 1400","0","79","37","169","36","0","0","36","7","248"
"V040660","2022/03/04 1500","0","82","37","160","36","0","0","36","6","242"
"V040660","2022/03/04 1600","0","71","37","136","37","0","0","37","6","207"
"V040660","2022/03/04 1700","0","80","36","194","37","0","0","36","7","274"
"V040660","2022/03/04 1800","0","76","41","249","39","0","0","39","5","325"
"V040660","2022/03/04 1900","0","95","41","202","40","0","0","41","6","297"
"V040660","2022/03/04 2000","0","66","32","158","33","0","0","33","5","224"
"V040660","2022/03/04 2100","0","64","36","130","36","0","0","36","3","194"
"V040660","2022/03/04 2200","0","38","37","121","38","0","0","38","5","159"
"V040660","2022/03/04 2300","0","27","39","87","41","0","0","40","3","114"
"V040660","2022/03/05 0000","0","10","42","49","43","0","0","43","1","59"
"V040660","2022/03/05 0100","0","4","39","41","41","0","0","41","1","45"
"V040660","2022/03/05 0200","0","6","44","32","42","0","0","42","1","38"
"V040660","2022/03/05 0300","0","1","57","24","45","0","0","46","1","25"
"V040660","2022/03/05 0400","0","4","46","30","44","0","0","44","1","34"
"V040660","2022/03/05 0500","0","4","46","18","43","0","0","44","1","22"
"V040660","2022/03/05 0600","0","6","39","39","42","0","0","41","1","45"
"V040660","2022/03/05 0700","0","23","39","76","39","0","0","39","2","99"
"V040660","2022/03/05 0800","0","45","43","106","41","0","0","41","3","151"
"V040660","2022/03/05 0900","0","83","37","211","39","0","0","38","5","294"
"V040660","2022/03/05 1000","0","119","33","217","32","0","0","32","8","336"
"V040660","2022/03/05 1100","0","67","32","163","32","0","0","32","9","230"
"V040660","2022/03/05 1200","0","62","37","153","37","0","0","37","6","215"
"V040660","2022/03/05 1300","0","71","36","177","36","0","0","36","7","248"
"V040660","2022/03/05 1400","0","80","39","166","38","0","0","38","6","246"
"V040660","2022/03/05 1500","0","69","33","153","36","0","0","35","6","222"
"V040660","2022/03/05 1600","0","58","35","154","35","0","0","35","6","212"
"V040660","2022/03/05 1700","0","66","35","157","38","0","0","36","8","223"
"V040660","2022/03/05 1800","0","72","40","146","40","0","0","40","3","218"
