"deviceId","datetime","laneOrder","bigVolume","bigSpeed","carVolume","carSpeed","motorVolume","motorSpeed","avgSpeed","laneOccupy","totalVolume"
"V058740","2022/01/01 0000","0","0","0","0","0","0","0","0","0","0"
"V058740","2022/01/01 0100","0","1","27","24","23","13","28","25","20","38"
"V058740","2022/01/01 0200","0","0","0","22","24","5","25","24","25","27"
"V058740","2022/01/01 0300","0","0","0","11","38","5","30","34","15","16"
"V058740","2022/01/01 0400","0","1","0","13","22","4","11","20","20","18"
"V058740","2022/01/01 0500","0","3","22","6","27","0","0","25","6","9"
"V058740","2022/01/01 0600","0","3","22","1","36","1","0","20","28","5"
"V058740","2022/01/01 0700","0","5","8","10","15","5","23","15","13","20"
"V058740","2022/01/01 0800","0","2","1","15","39","9","17","31","14","26"
"V058740","2022/01/01 0900","0","4","6","49","21","10","25","22","32","63"
"V058740","2022/01/01 1000","0","8","14","48","23","13","9","23","30","69"
"V058740","2022/01/01 1100","0","10","17","60","24","11","16","23","29","81"
"V058740","2022/01/01 1200","0","4","2","76","22","15","20","22","36","95"
"V058740","2022/01/01 1300","0","8","11","88","23","11","9","23","55","107"
"V058740","2022/01/01 1400","0","4","23","83","23","9","26","25","51","96"
"V058740","2022/01/01 1500","0","8","24","106","22","11","18","24","48","125"
"V058740","2022/01/01 1600","0","3","1","93","23","15","8","22","54","111"
"V058740","2022/01/01 1700","0","3","5","97","22","17","15","22","43","117"
"V058740","2022/01/01 1800","0","2","7","105","26","30","23","26","54","137"
"V058740","2022/01/01 1900","0","1","0","84","23","14","24","24","43","99"
"V058740","2022/01/01 2000","0","0","0","89","26","12","22","26","49","101"
"V058740","2022/01/01 2100","0","0","0","94","23","15","29","25","34","109"
"V058740","2022/01/01 2200","0","1","0","81","23","19","18","23","25","101"
"V058740","2022/01/01 2300","0","1","7","47","24","24","22","26","25","72"
"V058740","2022/01/02 0000","0","1","35","24","24","7","22","24","13","32"
"V058740","2022/01/02 0100","0","1","0","15","22","3","21","22","11","19"
"V058740","2022/01/02 0200","0","0","0","10","16","2","26","18","13","12"
"V058740","2022/01/02 0300","0","0","0","6","27","0","0","27","3","6"
"V058740","2022/01/02 0400","0","1","2","3","24","0","0","19","2","4"
"V058740","2022/01/02 0500","0","1","8","2","16","1","0","10","22","4"
"V058740","2022/01/02 0600","0","1","11","4","29","1","27","25","5","6"
"V058740","2022/01/02 0700","0","4","3","11","25","3","46","23","11","18"
"V058740","2022/01/02 0800","0","0","0","13","28","9","31","29","19","22"
