road_id,dateWtime,incomplete,avgSpeed,trafficVolume,trafficVolume(pcu),corrupt_value
V003400,2022/12/01 0000,13,37,38,0
V003400,2022/12/01 0100,32,263,268.5,0
V003400,2022/12/01 0200,33,153,156.5,0
V003400,2022/12/01 0300,34,158,160.5,0
V003400,2022/12/01 0400,40,139,139,0
V003400,2022/12/01 0500,38,113,113.5,0
V003400,2022/12/01 0600,32,183,188,0
V003400,2022/12/01 0700,19,390,402.5,0
V003400,2022/12/01 0800,9,712,759.5,0
V003400,2022/12/01 0900,15,777,810.5,0
V003400,2022/12/01 1000,13,674,705,0
V003400,2022/12/01 1100,13,478,498.5,0
V003400,2022/12/01 1200,13,486,515.5,0
V003400,2022/12/01 1300,17,465,482.5,0
V003400,2022/12/01 1400,15,562,586.5,0
V003400,2022/12/01 1500,11,633,667.5,0
V003400,2022/12/01 1600,8,551,588.5,0
V003400,2022/12/01 1700,12,650,673.5,0
V003400,2022/12/01 1800,6,622,661.5,0
V003400,2022/12/01 1900,7,664,701.5,0
V003400,2022/12/01 2000,17,568,583.5,0
V003400,2022/12/01 2100,19,636,655.5,0
V003400,2022/12/01 2200,12,538,558.5,0
V003400,2022/12/01 2300,17,590,602,0
V003400,2022/12/02 0000,32,294,303.5,0
V003400,2022/12/02 0100,30,264,271,0
V003400,2022/12/02 0200,31,204,208,0
V003400,2022/12/02 0300,35,128,133,0
V003400,2022/12/02 0400,29,151,152,0
V003400,2022/12/02 0500,36,106,108.5,0
V003400,2022/12/02 0600,36,147,149.5,0
V003400,2022/12/02 0700,25,448,463.5,0
V003400,2022/12/02 0800,8,659,691,0
V003400,2022/12/02 0900,12,702,726.5,0
V003400,2022/12/02 1000,12,671,698.5,0
V003400,2022/12/02 1100,12,580,606,0
V003400,2022/12/02 1200,14,565,589.5,0
V003400,2022/12/02 1300,16,656,678.5,0
V003400,2022/12/02 1400,14,618,644.5,0
V003400,2022/12/02 1500,12,583,615,0
V003400,2022/12/02 1600,9,668,709,0
V003400,2022/12/02 1700,13,613,641.5,0
V003400,2022/12/02 1800,6,456,491,0
V003400,2022/12/02 1900,6,392,431,0
V003400,2022/12/02 2000,16,506,518,0
