Road Segment ID,V003320,Road Segment Name,大鵬路(長安路~中清路間)(西東)
Date and Time,Average Speed (km\h),Traffic Volume
2022/12/20 2300,30,195
2022/12/21 0000,33,104
2022/12/21 0100,30,78
2022/12/21 0200,34,56
2022/12/21 0300,35,41
2022/12/21 0400,37,42
2022/12/21 0500,41,37
2022/12/21 0600,39,83
2022/12/21 0700,36,162
2022/12/21 0800,35,326
2022/12/21 0900,33,323
2022/12/21 1000,31,375
2022/12/21 1100,30,344
2022/12/21 1200,35,344
2022/12/21 1300,32,391
2022/12/21 1400,32,378
2022/12/21 1500,32,352
2022/12/21 1600,32,445
2022/12/21 1700,33,414
2022/12/21 1800,35,449
2022/12/21 1900,31,374
2022/12/21 2000,32,382
2022/12/21 2100,32,333
2022/12/21 2200,32,304
2022/12/21 2300,31,177
2022/12/22 0000,31,123
2022/12/22 0100,34,108
2022/12/22 0200,37,68
2022/12/22 0300,40,50
2022/12/22 0400,38,37
2022/12/22 0500,38,42
2022/12/22 0600,36,84
2022/12/22 0700,36,194
2022/12/22 0800,36,361
2022/12/22 0900,33,364
2022/12/22 1000,33,346
2022/12/22 1100,33,316
2022/12/22 1200,34,412
2022/12/22 1300,30,389
2022/12/22 1400,32,351
2022/12/22 1500,33,406
2022/12/22 1600,32,375
2022/12/22 1700,34,430
2022/12/22 1800,34,430
2022/12/22 1900,32,387
2022/12/22 2000,32,322
2022/12/22 2100,31,373
2022/12/22 2200,30,287
2022/12/22 2300,33,231
2022/12/23 0000,31,139
2022/12/23 0100,36,97
2022/12/23 0200,40,49
2022/12/23 0300,42,41
2022/12/23 0400,38,35
2022/12/23 0500,37,38
2022/12/23 0600,35,82
2022/12/23 0700,34,190
2022/12/23 0800,34,364
2022/12/23 0900,32,350
2022/12/23 1000,31,354
2022/12/23 1100,32,410
2022/12/23 1200,35,401
2022/12/23 1300,33,440
2022/12/23 1400,33,380
2022/12/23 1500,34,368
2022/12/23 1600,33,455
2022/12/23 1700,35,451
2022/12/23 1800,34,432
2022/12/23 1900,33,422
2022/12/23 2000,35,417
2022/12/23 2100,34,374
2022/12/23 2200,33,348
2022/12/23 2300,33,247
2022/12/24 0000,32,186
2022/12/24 0100,33,114
2022/12/24 0200,38,74
2022/12/24 0300,37,58
2022/12/24 0400,38,53
2022/12/24 0500,40,43
2022/12/24 0600,34,93
2022/12/24 0700,35,177
2022/12/24 0800,35,255
2022/12/24 0900,36,291
2022/12/24 1000,34,353
2022/12/24 1100,34,366
2022/12/24 1200,37,411
2022/12/24 1300,30,430
2022/12/24 1400,32,407
2022/12/24 1500,34,365
2022/12/24 1600,33,328
2022/12/24 1700,33,361
2022/12/24 1800,35,363
2022/12/24 1900,33,358
2022/12/24 2000,33,350
2022/12/24 2100,32,265
2022/12/24 2200,31,335
2022/12/24 2300,34,259
2022/12/25 0000,32,176
2022/12/25 0100,35,128
2022/12/25 0200,33,79
2022/12/25 0300,37,51
2022/12/25 0400,39,45
2022/12/25 0500,40,50
2022/12/25 0600,39,82
2022/12/25 0700,33,142
2022/12/25 0800,35,175
2022/12/25 0900,35,221
2022/12/25 1000,33,312
2022/12/25 1100,37,264
2022/12/25 1200,33,330
2022/12/25 1300,31,342
2022/12/25 1400,35,357
2022/12/25 1500,34,354
2022/12/25 1600,33,374
2022/12/25 1700,33,320
2022/12/25 1800,33,372
2022/12/25 1900,31,352
2022/12/25 2000,32,315
2022/12/25 2100,31,320
2022/12/25 2200,32,302
2022/12/25 2300,30,205
2022/12/26 0000,31,133
2022/12/26 0100,32,96
2022/12/26 0200,35,48
2022/12/26 0300,38,40
2022/12/26 0400,36,24
2022/12/26 0500,41,30
2022/12/26 0600,39,44
2022/12/26 0700,37,166
2022/12/26 0800,36,322
2022/12/26 0900,35,295
2022/12/26 1000,34,341
2022/12/26 1100,32,282
2022/12/26 1200,32,412
2022/12/26 1300,33,388
2022/12/26 1400,33,391
2022/12/26 1500,33,346
2022/12/26 1600,32,400
2022/12/26 1700,31,392
2022/12/26 1800,35,408
2022/12/26 1900,33,465
2022/12/26 2000,33,369
2022/12/26 2100,33,374
2022/12/26 2200,34,289
2022/12/26 2300,33,209
2022/12/27 0000,37,143
2022/12/27 0100,32,71
2022/12/27 0200,38,70
2022/12/27 0300,33,32
2022/12/27 0400,38,34
2022/12/27 0500,38,42
2022/12/27 0600,37,83
2022/12/27 0700,33,205
2022/12/27 0800,35,352
2022/12/27 0900,33,335
2022/12/27 1000,33,299
2022/12/27 1100,33,317
2022/12/27 1200,31,389
2022/12/27 1300,33,360
2022/12/27 1400,32,368
2022/12/27 1500,33,313
2022/12/27 1600,32,402
2022/12/27 1700,33,433
2022/12/27 1800,31,373
2022/12/27 1900,33,359
2022/12/27 2000,33,293
2022/12/27 2100,32,330
2022/12/27 2200,35,358
2022/12/27 2300,30,243
2022/12/28 0000,30,135
2022/12/28 0100,31,81
2022/12/28 0200,40,68
2022/12/28 0300,44,34
2022/12/28 0400,42,34
2022/12/28 0500,39,44
2022/12/28 0600,33,79
2022/12/28 0700,32,179
2022/12/28 0800,35,360
2022/12/28 0900,34,299
2022/12/28 1000,33,349
2022/12/28 1100,34,330
2022/12/28 1200,31,326
2022/12/28 1300,32,387
2022/12/28 1400,33,337
2022/12/28 1500,33,371
2022/12/28 1600,32,392
2022/12/28 1700,33,418
2022/12/28 1800,35,374
2022/12/28 1900,32,449
2022/12/28 2000,32,364
2022/12/28 2100,33,344
2022/12/28 2200,32,312
2022/12/28 2300,34,213
2022/12/29 0000,34,120
2022/12/29 0100,36,92
2022/12/29 0200,39,55
2022/12/29 0300,41,50
2022/12/29 0400,34,36
2022/12/29 0500,35,33
2022/12/29 0600,35,80
2022/12/29 0700,35,183
2022/12/29 0800,34,359
2022/12/29 0900,34,335
2022/12/29 1000,34,350
2022/12/29 1100,32,350
2022/12/29 1200,31,357
2022/12/29 1300,33,419
2022/12/29 1400,33,362
2022/12/29 1500,33,361
2022/12/29 1600,32,356
2022/12/29 1700,34,360
2022/12/29 1800,36,421
2022/12/29 1900,32,357
2022/12/29 2000,31,331
2022/12/29 2100,31,337
2022/12/29 2200,32,230
2022/12/29 2300,32,265
2022/12/30 0000,32,126
2022/12/30 0100,34,101
2022/12/30 0200,33,57
2022/12/30 0300,33,48
2022/12/30 0400,37,45
2022/12/30 0500,36,32
2022/12/30 0600,38,79
2022/12/30 0700,34,169
2022/12/30 0800,34,320
2022/12/30 0900,31,349
2022/12/30 1000,33,336
2022/12/30 1100,33,352
2022/12/30 1200,31,371
2022/12/30 1300,33,377
2022/12/30 1400,32,311
2022/12/30 1500,32,328
2022/12/30 1600,33,436
2022/12/30 1700,31,494
2022/12/30 1800,30,387
2022/12/30 1900,33,426
2022/12/30 2000,31,403
2022/12/30 2100,30,365
2022/12/30 2200,31,358
2022/12/30 2300,32,267
2022/12/31 0000,35,170
2022/12/31 0100,34,151
2022/12/31 0200,37,89
2022/12/31 0300,34,61
2022/12/31 0400,35,42
2022/12/31 0500,35,58
2022/12/31 0600,37,92
2022/12/31 0700,32,186
2022/12/31 0800,34,221
2022/12/31 0900,34,295
2022/12/31 1000,35,331
2022/12/31 1100,33,353
2022/12/31 1200,33,394
2022/12/31 1300,32,344
2022/12/31 1400,33,387
2022/12/31 1500,34,288
2022/12/31 1600,34,334
2022/12/31 1700,33,379
2022/12/31 1800,32,273
2022/12/31 1900,33,422
2022/12/31 2000,32,346
2022/12/31 2100,33,306
2022/12/31 2200,30,338
2022/12/31 2300,31,343
