Road ID,Date and Time,Average Speed (km\h),Traffic Volume,Traffic volume (Passenger Car Unit),Data Corrupt Value
V058700,2022/09/06 0100,15,19,16,0
V058700,2022/09/06 0200,9,11,11.5,0
V058700,2022/09/06 0300,21,13,11.5,0
V058700,2022/09/06 0400,21,7,7.5,0
V058700,2022/09/06 0500,28,4,3.5,0
V058700,2022/09/06 0600,23,12,11.5,0
V058700,2022/09/06 0700,23,59,53,0
V058700,2022/09/06 0800,34,271,229.5,0
V058700,2022/09/06 0900,35,294,263.5,0
V058700,2022/09/06 1000,29,151,136,0
V058700,2022/09/06 1100,28,179,165,0
V058700,2022/09/06 1200,28,161,147.5,0
V058700,2022/09/06 1300,31,141,129.5,0
V058700,2022/09/06 1400,28,168,157.5,0
V058700,2022/09/06 1500,26,202,198,0
V058700,2022/09/06 1600,28,190,177.5,0
V058700,2022/09/06 1700,33,222,207,0
V058700,2022/09/06 1800,36,312,270,0
V058700,2022/09/06 1900,33,268,233,0
V058700,2022/09/06 2000,31,187,164.5,0
V058700,2022/09/06 2100,29,136,120.5,0
V058700,2022/09/06 2200,28,113,99.5,0
V058700,2022/09/06 2300,25,56,47,0
V058700,2022/09/07 0000,24,23,20,0
V058700,2022/09/07 0100,17,23,21,0
V058700,2022/09/07 0200,38,6,6.5,0
V058700,2022/09/07 0300,21,9,10,0
V058700,2022/09/07 0400,24,7,7.5,0
V058700,2022/09/07 0500,2,5,5,0
V058700,2022/09/07 0600,13,10,11,0
V058700,2022/09/07 0700,20,67,60,0
V058700,2022/09/07 0800,35,277,246.5,0
V058700,2022/09/07 0900,33,307,274.5,0
V058700,2022/09/07 1000,30,180,166.5,0
V058700,2022/09/07 1100,31,170,156,0
V058700,2022/09/07 1200,30,178,161.5,0
V058700,2022/09/07 1300,30,137,126.5,0
V058700,2022/09/07 1400,31,175,162.5,0
V058700,2022/09/07 1500,28,123,119,0
V058700,2022/09/07 1600,29,164,156.5,0
V058700,2022/09/07 1700,32,249,236.5,0
V058700,2022/09/07 1800,33,281,249.5,0
V058700,2022/09/07 1900,31,235,201,0
V058700,2022/09/07 2000,30,150,130.5,0
V058700,2022/09/07 2100,26,123,107.5,0
V058700,2022/09/07 2200,27,89,75.5,0
V058700,2022/09/07 2300,29,58,51,0
V058700,2022/09/08 0000,24,30,26,0
V058700,2022/09/08 0100,22,24,22,0
V058700,2022/09/08 0200,19,15,14,0
V058700,2022/09/08 0300,0,8,6.5,2
V058700,2022/09/08 0400,5,5,6,0
V058700,2022/09/08 0500,14,6,7,0
V058700,2022/09/08 0600,18,12,12.5,0
V058700,2022/09/08 0700,25,55,52,0
V058700,2022/09/08 0800,37,212,196.5,0
V058700,2022/09/08 0900,33,275,247.5,0
V058700,2022/09/08 1000,31,187,171,0
V058700,2022/09/08 1100,30,190,186,0
V058700,2022/09/08 1200,29,170,159.5,0
V058700,2022/09/08 1300,29,146,131.5,0
V058700,2022/09/08 1400,31,171,164.5,0
V058700,2022/09/08 1500,30,157,151.5,0
V058700,2022/09/08 1600,32,216,203.5,0
V058700,2022/09/08 1700,33,265,246,0
V058700,2022/09/08 1800,34,318,264.5,0
V058700,2022/09/08 1900,34,290,246,0
V058700,2022/09/08 2000,31,185,151.5,0
V058700,2022/09/08 2100,27,117,100.5,0
V058700,2022/09/08 2200,31,98,84,0
V058700,2022/09/08 2300,22,50,42,0
V058700,2022/09/09 0000,23,31,25.5,0
V058700,2022/09/09 0100,20,28,24.5,0
V058700,2022/09/09 0200,17,15,12,0
V058700,2022/09/09 0300,30,9,10.5,0
V058700,2022/09/09 0400,23,9,10.5,0
V058700,2022/09/09 0500,25,18,18,0
V058700,2022/09/09 0600,16,19,15.5,0
V058700,2022/09/09 0700,25,43,39.5,0
V058700,2022/09/09 0800,19,82,77,0
V058700,2022/09/09 0900,29,125,123.5,0
V058700,2022/09/09 1000,29,143,135,0
V058700,2022/09/09 1100,30,181,166,0
V058700,2022/09/09 1200,32,184,173.5,0
V058700,2022/09/09 1300,34,139,129,0
V058700,2022/09/09 1400,28,156,146,0
V058700,2022/09/09 1500,30,154,145.5,0
V058700,2022/09/09 1600,29,170,157,0
V058700,2022/09/09 1700,30,170,151.5,0
V058700,2022/09/09 1800,32,190,163.5,0
V058700,2022/09/09 1900,29,144,126.5,0
V058700,2022/09/09 2000,26,86,77,0
V058700,2022/09/09 2100,23,95,82.5,0
V058700,2022/09/09 2200,26,77,66,0
V058700,2022/09/09 2300,20,40,31.5,0
V058700,2022/09/10 0000,25,43,36.5,0
V058700,2022/09/10 0100,26,18,14.5,0
V058700,2022/09/10 0200,20,27,24.5,0
V058700,2022/09/10 0300,17,10,8,0
V058700,2022/09/10 0400,13,6,7,0
V058700,2022/09/10 0500,28,10,10.5,0
V058700,2022/09/10 0600,22,8,8,0
V058700,2022/09/10 0700,16,29,24.5,0
V058700,2022/09/10 0800,22,58,44,0
V058700,2022/09/10 0900,24,67,57.5,0
V058700,2022/09/10 1000,28,95,82,0
V058700,2022/09/10 1100,29,117,107,0
V058700,2022/09/10 1200,29,127,115,0
V058700,2022/09/10 1300,29,105,91.5,0
V058700,2022/09/10 1400,28,95,86.5,0
V058700,2022/09/10 1500,31,111,103,0
V058700,2022/09/10 1600,30,108,97.5,0
V058700,2022/09/10 1700,28,137,119,0
V058700,2022/09/10 1800,31,168,150,0
V058700,2022/09/10 1900,26,110,94.5,0
V058700,2022/09/10 2000,29,85,70.5,0
V058700,2022/09/10 2100,27,66,55.5,0
V058700,2022/09/10 2200,29,66,56,0
V058700,2022/09/10 2300,22,41,36,0
V058700,2022/09/11 0000,19,27,21.5,0
V058700,2022/09/11 0100,23,21,18,0
V058700,2022/09/11 0200,33,8,6,0
V058700,2022/09/11 0300,15,11,9.5,0
V058700,2022/09/11 0400,6,5,6,0
V058700,2022/09/11 0500,11,6,4,0
V058700,2022/09/11 0600,25,11,10,0
V058700,2022/09/11 0700,23,18,17.5,0
V058700,2022/09/11 0800,21,42,35,0
V058700,2022/09/11 0900,26,65,56,0
V058700,2022/09/11 1000,25,86,71,0
V058700,2022/09/11 1100,30,122,110.5,0
V058700,2022/09/11 1200,31,141,124,0
V058700,2022/09/11 1300,31,131,119,0
V058700,2022/09/11 1400,33,131,112,0
V058700,2022/09/11 1500,30,144,125,0
V058700,2022/09/11 1600,30,148,128,0
V058700,2022/09/11 1700,31,137,117.5,0
V058700,2022/09/11 1800,32,157,132,0
V058700,2022/09/11 1900,29,118,100.5,0
V058700,2022/09/11 2000,24,82,70,0
V058700,2022/09/11 2100,32,81,70.5,0
V058700,2022/09/11 2200,27,67,57.5,0
V058700,2022/09/11 2300,22,41,36.5,0
V058700,2022/09/12 0000,19,20,17.5,0
V058700,2022/09/12 0100,13,16,13.5,0
V058700,2022/09/12 0200,26,11,9.5,0
V058700,2022/09/12 0300,23,6,6.5,0
V058700,2022/09/12 0400,16,5,4.5,0
V058700,2022/09/12 0500,11,6,6.5,0
V058700,2022/09/12 0600,16,13,13,0
V058700,2022/09/12 0700,24,63,58.5,0
V058700,2022/09/12 0800,32,286,253.5,0
V058700,2022/09/12 0900,31,328,300,0
V058700,2022/09/12 1000,31,200,178,0
V058700,2022/09/12 1100,27,147,132.5,0
V058700,2022/09/12 1200,28,145,131,0
V058700,2022/09/12 1300,27,143,130.5,0
V058700,2022/09/12 1400,29,151,141.5,0
V058700,2022/09/12 1500,30,168,155,0
V058700,2022/09/12 1600,28,177,162.5,0
V058700,2022/09/12 1700,32,216,195,0
V058700,2022/09/12 1800,35,312,269,0
V058700,2022/09/12 1900,34,260,215.5,0
V058700,2022/09/12 2000,31,139,118.5,0
V058700,2022/09/12 2100,30,101,90.5,0
V058700,2022/09/12 2200,28,74,61,0
V058700,2022/09/12 2300,24,37,36.5,0
V058700,2022/09/13 0000,13,25,20,0
V058700,2022/09/13 0100,21,18,15.5,0
V058700,2022/09/13 0200,15,6,5,0
V058700,2022/09/13 0300,13,5,4,0
V058700,2022/09/13 0400,18,7,7,0
V058700,2022/09/13 0500,9,5,3,0
V058700,2022/09/13 0600,32,9,9.5,0
V058700,2022/09/13 0700,20,47,43,0
V058700,2022/09/13 0800,33,265,237.5,0
V058700,2022/09/13 0900,34,299,265.5,0
V058700,2022/09/13 1000,29,166,148.5,0
V058700,2022/09/13 1100,29,161,147.5,0
V058700,2022/09/13 1200,30,172,155,0
V058700,2022/09/13 1300,30,134,114,0
V058700,2022/09/13 1400,28,149,144,0
V058700,2022/09/13 1500,29,158,146.5,0
V058700,2022/09/13 1600,29,217,207.5,0
V058700,2022/09/13 1700,31,230,210.5,0
V058700,2022/09/13 1800,35,277,231,0
V058700,2022/09/13 1900,34,304,254,0
V058700,2022/09/13 2000,29,152,123,0
V058700,2022/09/13 2100,28,95,82.5,0
V058700,2022/09/13 2200,25,103,91,0
V058700,2022/09/13 2300,23,65,53,0
V058700,2022/09/14 0000,11,35,24.5,0
V058700,2022/09/14 0100,18,13,12,0
V058700,2022/09/14 0200,28,12,11.5,0
V058700,2022/09/14 0300,12,12,11.5,0
V058700,2022/09/14 0400,8,3,4,0
V058700,2022/09/14 0500,15,4,4,0
V058700,2022/09/14 0600,16,14,14,0
V058700,2022/09/14 0700,24,54,48,0
V058700,2022/09/14 0800,33,265,233.5,0
V058700,2022/09/14 0900,34,298,270,0
V058700,2022/09/14 1000,30,200,189.5,0
V058700,2022/09/14 1100,27,171,163,0
V058700,2022/09/14 1200,31,201,184,0
V058700,2022/09/14 1300,30,174,158.5,0
V058700,2022/09/14 1400,29,158,150.5,0
V058700,2022/09/14 1500,29,155,139.5,0
V058700,2022/09/14 1600,32,167,152.5,0
V058700,2022/09/14 1700,33,223,200,0
V058700,2022/09/14 1800,34,349,287,0
V058700,2022/09/14 1900,34,244,207.5,0
V058700,2022/09/14 2000,29,152,125.5,0
V058700,2022/09/14 2100,27,156,131,0
V058700,2022/09/14 2200,26,90,74,0
V058700,2022/09/14 2300,18,52,42,0
V058700,2022/09/15 0000,22,34,27.5,0
V058700,2022/09/15 0100,24,19,17,0
V058700,2022/09/15 0200,16,13,10.5,0
V058700,2022/09/15 0300,14,15,14,0
V058700,2022/09/15 0400,3,4,5.5,0
V058700,2022/09/15 0500,19,8,8,0
V058700,2022/09/15 0600,14,15,13,0
V058700,2022/09/15 0700,23,62,57.5,0
V058700,2022/09/15 0800,32,212,197,0
V058700,2022/09/15 0900,33,331,310.5,0
V058700,2022/09/15 1000,30,181,164,0
V058700,2022/09/15 1100,28,181,170,0
V058700,2022/09/15 1200,23,167,151.5,0
V058700,2022/09/15 1300,30,157,142,0
V058700,2022/09/15 1400,28,137,128,0
V058700,2022/09/15 1500,26,170,159.5,0
V058700,2022/09/15 1600,24,181,162.5,0
V058700,2022/09/15 1700,28,222,206,0
V058700,2022/09/15 1800,32,314,256,0
V058700,2022/09/15 1900,33,256,206,0
V058700,2022/09/15 2000,27,156,132.5,0
V058700,2022/09/15 2100,24,109,88,0
V058700,2022/09/15 2200,27,106,92,0
V058700,2022/09/15 2300,18,46,39.5,0
V058700,2022/09/16 0000,22,23,18.5,0
V058700,2022/09/16 0100,9,15,11.5,0
V058700,2022/09/16 0200,14,13,10,0
V058700,2022/09/16 0300,4,9,10.5,0
V058700,2022/09/16 0400,2,5,5,0
V058700,2022/09/16 0500,2,10,9.5,0
V058700,2022/09/16 0600,22,13,13,0
V058700,2022/09/16 0700,19,59,50.5,0
V058700,2022/09/16 0800,31,254,218,0
V058700,2022/09/16 0900,32,284,259.5,0
V058700,2022/09/16 1000,29,191,171.5,0
V058700,2022/09/16 1100,24,160,142.5,0
V058700,2022/09/16 1200,31,163,154.5,0
V058700,2022/09/16 1300,28,154,140,0
V058700,2022/09/16 1400,27,164,149,0
V058700,2022/09/16 1500,24,164,155.5,0
V058700,2022/09/16 1600,31,193,172.5,0
V058700,2022/09/16 1700,33,250,223,0
V058700,2022/09/16 1800,32,311,257,0
V058700,2022/09/16 1900,34,303,252,0
V058700,2022/09/16 2000,27,159,130,0
V058700,2022/09/16 2100,25,139,114,0
V058700,2022/09/16 2200,22,94,78.5,0
V058700,2022/09/16 2300,19,77,68,0
V058700,2022/09/17 0000,13,22,18,0
V058700,2022/09/17 0100,20,21,18,0
V058700,2022/09/17 0200,15,25,22.5,0
V058700,2022/09/17 0300,16,5,4.5,0
V058700,2022/09/17 0400,11,9,9.5,0
V058700,2022/09/17 0500,18,9,8,0
V058700,2022/09/17 0600,14,11,11,0
V058700,2022/09/17 0700,16,27,21.5,0
V058700,2022/09/17 0800,21,97,80,0
V058700,2022/09/17 0900,26,142,131,0
V058700,2022/09/17 1000,28,219,197,0
V058700,2022/09/17 1100,26,194,179.5,0
V058700,2022/09/17 1200,27,262,227,0
V058700,2022/09/17 1300,25,170,151,0
V058700,2022/09/17 1400,27,151,144,0
V058700,2022/09/17 1500,26,166,151.5,0
V058700,2022/09/17 1600,30,188,173.5,0
V058700,2022/09/17 1700,29,160,135.5,0
V058700,2022/09/17 1800,28,190,155.5,0
V058700,2022/09/17 1900,27,192,155,0
V058700,2022/09/17 2000,24,106,86,0
V058700,2022/09/17 2100,20,91,75.5,0
V058700,2022/09/17 2200,22,104,90.5,0
V058700,2022/09/17 2300,26,57,43,0
V058700,2022/09/18 0000,16,23,18.5,0
V058700,2022/09/18 0100,28,21,20,0
V058700,2022/09/18 0200,11,18,14.5,0
V058700,2022/09/18 0300,10,13,12.5,0
V058700,2022/09/18 0400,12,10,9.5,0
V058700,2022/09/18 0500,10,14,13.5,0
V058700,2022/09/18 0600,21,10,10.5,0
V058700,2022/09/18 0700,14,25,21.5,0
V058700,2022/09/18 0800,17,54,40.5,0
V058700,2022/09/18 0900,21,97,88,0
V058700,2022/09/18 1000,24,104,88.5,0
V058700,2022/09/18 1100,30,127,111,0
V058700,2022/09/18 1200,31,174,150,0
V058700,2022/09/18 1300,25,133,119,0
V058700,2022/09/18 1400,27,129,110.5,0
V058700,2022/09/18 1500,23,165,153,0
V058700,2022/09/18 1600,30,210,182,0
V058700,2022/09/18 1700,30,183,160,0
V058700,2022/09/18 1800,31,180,151.5,0
V058700,2022/09/18 1900,30,152,122,0
V058700,2022/09/18 2000,26,108,91.5,0
V058700,2022/09/18 2100,18,96,76.5,0
V058700,2022/09/18 2200,21,47,40,0
V058700,2022/09/18 2300,20,55,46,0
V058700,2022/09/19 0000,15,30,21.5,0
V058700,2022/09/19 0100,18,20,17.5,0
V058700,2022/09/19 0200,20,11,9.5,0
V058700,2022/09/19 0300,14,6,6,0
V058700,2022/09/19 0400,1,6,7,0
V058700,2022/09/19 0500,4,6,7,0
V058700,2022/09/19 0600,18,10,9,0
V058700,2022/09/19 0700,13,55,50,0
V058700,2022/09/19 0800,32,278,244,0
V058700,2022/09/19 0900,34,310,282,0
V058700,2022/09/19 1000,31,187,170.5,0
V058700,2022/09/19 1100,29,179,167,0
V058700,2022/09/19 1200,29,203,183.5,0
V058700,2022/09/19 1300,30,148,126,0
V058700,2022/09/19 1400,26,119,115.5,0
V058700,2022/09/19 1500,28,143,132,0
V058700,2022/09/19 1600,30,167,155.5,0
V058700,2022/09/19 1700,32,239,213.5,0
V058700,2022/09/19 1800,34,287,232,0
V058700,2022/09/19 1900,32,250,205,0
V058700,2022/09/19 2000,27,152,121,0
V058700,2022/09/19 2100,27,104,89,0
V058700,2022/09/19 2200,21,77,65,0
V058700,2022/09/19 2300,20,56,48.5,0
V058700,2022/09/20 0000,11,23,18,0
V058700,2022/09/20 0100,16,23,19,0
V058700,2022/09/20 0200,6,11,7.5,0
V058700,2022/09/20 0300,21,9,9.5,0
V058700,2022/09/20 0400,1,6,7,0
V058700,2022/09/20 0500,4,10,9,0
V058700,2022/09/20 0600,8,10,9,0
V058700,2022/09/20 0700,12,56,51.5,0
V058700,2022/09/20 0800,33,243,210,0
V058700,2022/09/20 0900,31,301,270.5,0
V058700,2022/09/20 1000,27,177,157,0
V058700,2022/09/20 1100,27,166,150,0
V058700,2022/09/20 1200,28,167,146,0
V058700,2022/09/20 1300,28,152,144.5,0
V058700,2022/09/20 1400,24,188,177,0
V058700,2022/09/20 1500,28,135,126.5,0
V058700,2022/09/20 1600,26,191,169,0
V058700,2022/09/20 1700,33,242,213.5,0
V058700,2022/09/20 1800,32,341,287.5,0
V058700,2022/09/20 1900,34,253,209,0
V058700,2022/09/20 2000,27,140,117,0
V058700,2022/09/20 2100,25,115,92.5,0
V058700,2022/09/20 2200,27,102,90,0
V058700,2022/09/20 2300,19,48,40,0
V058700,2022/09/21 0000,12,25,19.5,0
V058700,2022/09/21 0100,19,17,15.5,0
V058700,2022/09/21 0200,17,12,10,0
V058700,2022/09/21 0300,11,5,5.5,0
V058700,2022/09/21 0400,8,10,10,0
V058700,2022/09/21 0500,2,4,3.5,0
V058700,2022/09/21 0600,26,7,7,0
V058700,2022/09/21 0700,14,55,48.5,0
V058700,2022/09/21 0800,28,257,224,0
V058700,2022/09/21 0900,33,289,263,0
V058700,2022/09/21 1000,29,202,186.5,0
V058700,2022/09/21 1100,26,157,147.5,0
V058700,2022/09/21 1200,26,163,147,0
V058700,2022/09/21 1300,27,140,124.5,0
V058700,2022/09/21 1400,20,145,131,0
V058700,2022/09/21 1500,26,142,135,0
V058700,2022/09/21 1600,25,183,166,0
V058700,2022/09/21 1700,33,215,189.5,0
V058700,2022/09/21 1800,34,285,244,0
V058700,2022/09/21 1900,33,288,234.5,0
V058700,2022/09/21 2000,30,134,113.5,0
V058700,2022/09/21 2100,25,93,74.5,0
V058700,2022/09/21 2200,22,90,77.5,0
V058700,2022/09/21 2300,23,48,44.5,0
V058700,2022/09/22 0000,10,23,19,0
V058700,2022/09/22 0100,12,20,17,0
V058700,2022/09/22 0200,13,12,10.5,0
V058700,2022/09/22 0300,7,6,5.5,0
V058700,2022/09/22 0400,4,8,10,0
V058700,2022/09/22 0500,10,5,6,0
V058700,2022/09/22 0600,15,12,10.5,0
V058700,2022/09/22 0700,16,66,63,0
V058700,2022/09/22 0800,32,265,236,0
V058700,2022/09/22 0900,30,321,289.5,0
V058700,2022/09/22 1000,31,204,189.5,0
V058700,2022/09/22 1100,26,179,174.5,0
V058700,2022/09/22 1200,27,189,170,0
V058700,2022/09/22 1300,28,157,138.5,0
V058700,2022/09/22 1400,25,162,147.5,0
V058700,2022/09/22 1500,28,146,140,0
V058700,2022/09/22 1600,25,148,132,0
V058700,2022/09/22 1700,30,176,156.5,0
V058700,2022/09/22 1800,31,265,225.5,0
V058700,2022/09/22 1900,33,287,226.5,0
V058700,2022/09/22 2000,27,146,119.5,0
V058700,2022/09/22 2100,26,110,92,0
V058700,2022/09/22 2200,22,102,85,0
V058700,2022/09/22 2300,15,49,42,0
V058700,2022/09/23 0000,20,19,14.5,0
V058700,2022/09/23 0100,12,10,8.5,0
V058700,2022/09/23 0200,1,9,6.5,0
V058700,2022/09/23 0300,14,10,9,0
V058700,2022/09/23 0400,14,8,10,0
V058700,2022/09/23 0500,4,5,6,0
V058700,2022/09/23 0600,13,17,15.5,0
V058700,2022/09/23 0700,19,45,43.5,0
V058700,2022/09/23 0800,32,237,215,0
V058700,2022/09/23 0900,33,314,287,0
V058700,2022/09/23 1000,31,208,191,0
V058700,2022/09/23 1100,27,193,172,0
V058700,2022/09/23 1200,26,168,145,0
V058700,2022/09/23 1300,30,181,151,0
V058700,2022/09/23 1400,28,154,135,0
V058700,2022/09/23 1500,27,161,146.5,0
V058700,2022/09/23 1600,25,170,150.5,0
V058700,2022/09/23 1700,31,260,230,0
V058700,2022/09/23 1800,35,305,263,0
V058700,2022/09/23 1900,30,258,214.5,0
V058700,2022/09/23 2000,28,167,136.5,0
V058700,2022/09/23 2100,26,126,107.5,0
V058700,2022/09/23 2200,28,116,98,0
V058700,2022/09/23 2300,15,72,56.5,0
V058700,2022/09/24 0000,14,30,24,0
V058700,2022/09/24 0100,24,28,25.5,0
V058700,2022/09/24 0200,18,15,12,0
V058700,2022/09/24 0300,18,10,10.5,0
V058700,2022/09/24 0400,0,9,9,2
V058700,2022/09/24 0500,14,9,8.5,0
V058700,2022/09/24 0600,15,10,9,0
V058700,2022/09/24 0700,20,35,32,0
V058700,2022/09/24 0800,23,87,69.5,0
V058700,2022/09/24 0900,25,152,143,0
V058700,2022/09/24 1000,28,166,148.5,0
V058700,2022/09/24 1100,29,170,150.5,0
V058700,2022/09/24 1200,31,219,199.5,0
V058700,2022/09/24 1300,32,162,142,0
V058700,2022/09/24 1400,24,152,137.5,0
V058700,2022/09/24 1500,30,158,145,0
V058700,2022/09/24 1600,27,198,182,0
V058700,2022/09/24 1700,29,224,187.5,0
V058700,2022/09/24 1800,30,246,215.5,0
V058700,2022/09/24 1900,28,260,226,0
V058700,2022/09/24 2000,25,112,86.5,0
V058700,2022/09/24 2100,20,90,76,0
V058700,2022/09/24 2200,32,81,69.5,0
V058700,2022/09/24 2300,22,59,53,0
V058700,2022/09/25 0000,22,26,22,0
V058700,2022/09/25 0100,17,16,13,0
V058700,2022/09/25 0200,21,16,11.5,0
V058700,2022/09/25 0300,14,13,11,0
V058700,2022/09/25 0400,9,9,10,0
V058700,2022/09/25 0500,6,7,7.5,0
V058700,2022/09/25 0600,20,16,16,0
V058700,2022/09/25 0700,18,31,28,0
V058700,2022/09/25 0800,16,53,42.5,0
V058700,2022/09/25 0900,22,96,88,0
V058700,2022/09/25 1000,25,114,94.5,0
V058700,2022/09/25 1100,25,136,117,0
V058700,2022/09/25 1200,29,181,156.5,0
V058700,2022/09/25 1300,27,138,122,0
V058700,2022/09/25 1400,25,126,110.5,0
V058700,2022/09/25 1500,27,165,150,0
V058700,2022/09/25 1600,27,170,155.5,0
V058700,2022/09/25 1700,29,165,144.5,0
V058700,2022/09/25 1800,29,213,183,0
V058700,2022/09/25 1900,27,139,116.5,0
V058700,2022/09/25 2000,23,108,89,0
V058700,2022/09/25 2100,25,84,70,0
V058700,2022/09/25 2200,21,62,54.5,0
V058700,2022/09/25 2300,22,44,38,0
V058700,2022/09/26 0000,17,35,29.5,0
V058700,2022/09/26 0100,11,15,11.5,0
V058700,2022/09/26 0200,27,7,7,0
V058700,2022/09/26 0300,15,4,4.5,0
